0,-0.006776858,0,0.001494421
0.00399,0.005712626,0.00313,0.012703932
0.00997,0.009091404,0.00855,0.008242678
0.01681,0.004950291,0.0151,0.014859231
0.02422,0.014070296,0.02251,0.012205124
0.03105,0.006192602,0.0302,0.012440404
0.03846,0.018390311,0.03789,0.022143959
0.04558,0.016376132,0.0453,0.024732155
0.05242,0.019745612,0.05271,0.016393316
0.05926,0.008460774,0.05983,0.023160406
0.06667,0.004799637,0.06667,0.017682706
0.07322,0.009392595,0.0735,0.013089748
0.07977,0.007566735,0.08006,0.026972197
0.08604,0.002710249,0.08661,0.025184
0.09288,0.010427873,0.09345,0.009447443
0.09943,0.021279697,0.1,0.021221554
0.10598,0.011736095,0.10684,0.015160422
0.11282,0.011049087,0.11368,0.018482822
0.11966,0.010964344,0.12023,0.022350991
0.12621,0.008347901,0.12678,0.026548717
0.13276,0.018578511,0.13362,0.028732147
0.13989,0.029176224,0.14046,0.018275672
0.14644,0.026550365,0.14672,0.029456935
0.15299,0.031435098,0.15328,0.029974574
0.15954,0.039171554,0.1604,0.024647529
0.16638,0.035275137,0.16695,0.025635728
0.17322,0.045806939,0.1735,0.028026307
0.17977,0.046305746,0.18006,0.024129773
0.18632,0.050522186,0.18718,0.036845239
0.19316,0.04816927,0.19345,0.02689687
0.19971,0.054211688,0.20028,0.034322837
0.20627,0.059755181,0.20684,0.014878063
0.21282,0.069468153,0.21396,0.025767551
0.21966,0.0657976,0.22051,0.039282897
0.2265,0.065232881,0.22707,0.035828675
0.23305,0.076367064,0.2339,0.031809851
0.2396,0.079821169,0.24046,0.042106373
0.24644,0.075774098,0.24672,0.034746435
0.25299,0.09016477,0.25328,0.037551078
0.25954,0.091049512,0.2604,0.036911032
0.2661,0.092875373,0.26724,0.046313514
0.27293,0.096527211,0.2735,0.040948805
0.27949,0.087501248,0.28006,0.051499438
0.28661,0.106635415,0.28718,0.047151176
0.29316,0.109938983,0.29345,0.048741757
0.3,0.109600129,0.3,0.05014402
0.30684,0.11280024,0.30684,0.046661667
0.31339,0.122842532,0.31367,0.055706462
0.31994,0.142080274,0.32023,0.052591094
0.3265,0.12787792,0.32678,0.064506562
0.33305,0.141920321,0.33362,0.060779396
0.33989,0.132235598,0.34046,0.059753534
0.34672,0.141581467,0.34701,0.068290106
0.35328,0.155341627,0.35356,0.062718247
0.35954,0.147576805,0.3604,0.062360561
0.36638,0.151670956,0.36695,0.064581772
0.37322,0.16823576,0.3735,0.065701793
0.37977,0.178155763,0.38034,0.058915872
0.38632,0.170541713,0.38718,0.070690101
0.39345,0.189760624,0.39345,0.071198324
0.4,0.197788855,0.40028,0.07160309
0.40627,0.197318295,0.40684,0.074379486
0.41339,0.193402929,0.41339,0.078690085
0.41994,0.206137109,0.42051,0.07874658
0.42621,0.223708943,0.42707,0.080817136
0.43305,0.214381906,0.43362,0.085984229
0.43989,0.22175126,0.44046,0.084158368
0.44672,0.226457209,0.44672,0.075461843
0.45299,0.241073745,0.45356,0.082897226
0.46011,0.243332619,0.46011,0.086746564
0.46667,0.242269093,0.46695,0.086925466
0.47322,0.241149072,0.47379,0.083443113
0.48006,0.256189088,0.48034,0.094746665
0.48661,0.25636799,0.48689,0.083057179
0.49345,0.260772748,0.49373,0.077287704
0.5,0.26606213,0.50057,0.084214864
0.50655,0.261563331,0.50684,0.088986606
0.51339,0.255520913,0.51339,0.07998889
0.51994,0.266664512,0.52023,0.082624283
0.52678,0.264735076,0.52678,0.085428926
0.53333,0.260527935,0.53333,0.091998399
0.54017,0.226024313,0.54017,0.083509024
0.54644,0.24113024,0.54701,0.090116043
0.55299,0.243464442,0.55356,0.084007831
0.55983,0.264113863,0.56011,0.085024278
0.5661,0.254043205,0.56695,0.098445466
0.57293,0.260283239,0.5735,0.085278389
0.57977,0.254956194,0.58006,0.096685516
0.58632,0.266749137,0.58689,0.096111382
0.59316,0.2628998,0.59345,0.103254989
0.6,0.270137449,0.60028,0.094003162
0.60655,0.265977387,0.60684,0.092026647
0.6131,0.278598694,0.61367,0.105720896
0.61966,0.273770338,0.61994,0.091490176
0.62678,0.281864599,0.62706,0.106869047
0.63305,0.276330404,0.63362,0.105871432
0.63932,0.286466973,0.64046,0.107085613
0.64615,0.277657457,0.64701,0.101231395
0.65328,0.275116341,0.65356,0.107782036
0.65983,0.281657566,0.6604,0.108393834
0.66638,0.267229231,0.66667,0.105240803
0.6735,0.274269263,0.67379,0.107254981
0.68034,0.273036251,0.68034,0.107207902
0.68661,0.277591546,0.68689,0.085099487
0.69316,0.273742208,0.69345,0.092572534
0.7,0.28754933,0.70028,0.09277015
0.70655,0.279069253,0.70712,0.103829124
0.7131,0.277337434,0.71367,0.098972638
0.71994,0.276857459,0.72023,0.098727825
0.7265,0.278918717,0.72735,0.103772628
0.73305,0.280339929,0.73362,0.111151398
0.73989,0.288763393,0.74017,0.109796215
0.74644,0.282739924,0.74672,0.109400865
0.75328,0.214993704,0.75328,0.112883217
0.75983,0.21231135,0.76011,0.111386678
0.76667,0.204348912,0.76667,0.121118599
0.77322,0.20714414,0.7735,0.110247943
0.78006,0.211897168,0.78034,0.118662108
0.78661,0.201506487,0.78689,0.118972715
0.79316,0.206833533,0.79345,0.125382118
0.79971,0.210748899,0.80028,0.112751513
0.80655,0.202231159,0.80712,0.123932658
0.81282,0.20327597,0.81339,0.129288068
0.81966,0.215021834,0.81994,0.124271512
0.82649,0.203624123,0.82678,0.122379741
0.83305,0.211661888,0.83362,0.124280928
0.83989,0.211341865,0.84017,0.12371621
0.84644,0.223483079,0.84672,0.123744457
0.85356,0.223238383,0.85385,0.137532748
0.86011,0.231963156,0.86011,0.119895002
0.86638,0.234005465,0.86667,0.137203309
0.87322,0.210024228,0.8735,0.1408269
0.88006,0.226833727,0.88034,0.136356349
0.88661,0.221694882,0.88689,0.13871868
0.89316,0.230861967,0.89373,0.137523332
0.89971,0.233158387,0.9,0.151546902
0.90684,0.238984357,0.90684,0.154624606
0.91339,0.241619632,0.91367,0.145033924
0.91994,0.25222676,0.91994,0.149410434
0.92678,0.244866705,0.92678,0.142304608
0.93333,0.24007613,0.9339,0.153598744
0.93989,0.253779677,0.94017,0.153956313
0.94644,0.254796241,0.94701,0.160394081
0.95328,0.256151543,0.95356,0.165165823
0.96011,0.257440932,0.9604,0.093814844
0.96667,0.251671458,0.96667,0.100732588
0.9735,0.261280971,0.97322,0.087273619
0.98006,0.270579761,0.98006,0.097956074
0.98661,0.269318619,0.98661,0.099217334
0.99316,0.274193936,0.99373,0.089316045
0.99971,0.281196305,1.00028,0.087537264
1.00655,0.285290456,1.00684,0.098332592
1.01339,0.286862205,1.01339,0.104798491
1.01994,0.290871613,1.01994,0.097278483
1.02649,0.297337511,1.02678,0.102191464
1.03276,0.307163473,1.03333,0.097833785
1.0396,0.310843559,1.04017,0.096798389
1.04644,0.31646238,1.04701,0.1044973
1.05299,0.325271895,1.05356,0.101033779
1.05983,0.324283579,1.06011,0.115480829
1.06667,0.330768309,1.06695,0.095151431
1.07322,0.332951856,1.0735,0.098003154
1.07977,0.347088417,1.08034,0.095396127
1.08661,0.347935495,1.08689,0.090483146
1.09316,0.347813088,1.09373,0.091725456
1.1,0.366636766,1.10028,0.097061917
1.10684,0.351323806,1.10712,0.08686897
1.1131,0.355690783,1.11367,0.096167877
1.11994,0.368632113,1.12051,0.099142007
1.12678,0.379681553,1.12706,0.091358471
1.13333,0.370862621,1.13362,0.107565588
1.13988,0.377112072,1.14017,0.085551333
1.14644,0.378712186,1.14701,0.092657277
1.15328,0.382674514,1.15385,0.100205533
1.15954,0.389366276,1.16011,0.102012561
1.16581,0.394335753,1.16695,0.10194665
1.17293,0.401074594,1.17379,0.097325562
1.17977,0.392246247,1.18034,0.105645569
1.18661,0.405178161,1.18689,0.101363217
1.19345,0.396500468,1.19373,0.10503377
1.20028,0.409517007,1.20028,0.095744279
1.20655,0.40651463,1.20684,0.112902049
1.2131,0.412095787,1.21367,0.115829099
1.21994,0.425281813,1.22023,0.111631491
1.22678,0.415804121,1.22678,0.109165585
1.23333,0.422872402,1.23362,0.125052679
1.23988,0.431484066,1.24017,0.113720879
1.24644,0.373592055,1.24672,0.119640891
1.25327,0.385959251,1.25327,0.123405603
1.25983,0.389658051,1.26011,0.118398581
1.26638,0.403145268,1.26695,0.13038914
1.27322,0.414072302,1.2735,0.125212749
1.28006,0.425168822,1.28006,0.127753865
1.28661,0.416350008,1.28689,0.136478638
1.29345,0.42100876,1.29345,0.132356239
1.3,0.429225309,1.30028,0.142615215
1.30684,0.439136014,1.30655,0.131480914
1.31339,0.439418256,1.31339,0.138351578
1.31994,0.438241857,1.32023,0.13270451
1.32649,0.45249129,1.32706,0.143462175
1.33333,0.454910117,1.33362,0.154502317
1.33988,0.466881963,1.34045,0.138596273
1.34672,0.466618435,1.34701,0.151048094
1.35328,0.48074558,1.35328,0.152092788
1.35983,0.46698542,1.36011,0.153118768
1.36638,0.473827836,1.36695,0.156309346
1.37322,0.4711456,1.3735,0.156092898
1.38006,0.484971436,1.38034,0.164789423
1.38661,0.486618512,1.38689,0.169184647
1.39316,0.479277406,1.39373,0.169005863
1.4,0.486571433,1.4,0.172121113
1.40655,0.482599688,1.40684,0.171650553
1.4131,0.485771434,1.41367,0.182088313
1.41966,0.489131498,1.42023,0.180375326
1.42649,0.497743397,1.42678,0.191725957
1.43333,0.508190456,1.43333,0.189834185
1.43988,0.508416319,1.44017,0.18052598
1.44644,0.52220461,1.44701,0.190558856
1.45327,0.524962291,1.45356,0.193156585
1.45983,0.529875272,1.46011,0.193053128
1.46638,0.534882294,1.46695,0.204093153
1.47322,0.5361811,1.4735,0.205307215
1.47977,0.544397649,1.48034,0.209956669
1.48632,0.532802322,1.48689,0.203293154
1.49316,0.551447216,1.49345,0.225486194
1.5,0.563268407,1.5,0.2213073
1.50655,0.560595468,1.50655,0.235716804
1.5131,0.560416566,1.51339,0.229392027
1.51994,0.560962453,1.52023,0.226530888
1.52678,0.570204864,1.52678,0.22634257
1.53305,0.571531918,1.53333,0.248168625
1.5396,0.565131813,1.54017,0.240940392
1.54644,0.570562433,1.54672,0.247265052
1.55327,0.583898995,1.55356,0.263048689
1.55983,0.593244982,1.56011,0.272366428
1.56667,0.584331891,1.56695,0.280498234
1.5735,0.577997816,1.5735,0.276140556
1.58006,0.591249753,1.58006,0.293627646
1.58661,0.58470841,1.58661,0.299481747
1.59316,0.587767282,1.59345,0.289938262
1.6,0.595023763,1.60028,0.280921714
