0,0.000378166,0,0.000849903,0,-0.006370798
0.00256,0.00587458,0.00285,0.013405298,0.00285,0.005205698
0.00769,0.002655754,0.00769,0.004614615,0.00855,0.015097571
0.01453,0.001460524,0.01481,0.017744145,0.01538,0.009017489
0.02251,0.02106525,0.02251,0.009650002,0.02279,0.010843468
0.0302,0.02174296,0.03048,0.016153564,0.03077,0.012772785
0.03789,0.013874681,0.03789,0.009075868,0.03846,0.006353967
0.04501,0.016218181,0.0453,0.019814701,0.04558,0.016754063
0.05214,0.017526402,0.05242,0.027748891,0.05271,0.016735231
0.05926,0.015832364,0.05954,0.018120663,0.05983,0.020866928
0.06638,0.022279431,0.06667,0.020520541,0.06667,0.014137502
0.07322,0.007239297,0.07322,0.022930069,0.07322,0.013958718
0.08006,0.019775861,0.07977,0.01202175,0.07977,0.008678635
0.08632,0.019888851,0.08661,0.021885375,0.08661,0.006137519
0.09316,0.022947606,0.09316,0.026911229,0.09345,0.007624525
0.09972,0.027841756,0.1,0.020737106,0.10028,0.01205753
0.10627,0.027418275,0.10655,0.025330064,0.10712,0.011012836
0.11311,0.024566435,0.11339,0.026101815,0.11368,0.018683499
0.11994,0.032566536,0.11966,0.023513502,0.12051,0.008866953
0.12621,0.031446515,0.12678,0.030064143,0.12707,0.014306989
0.13305,0.035230059,0.13362,0.024398243,0.13362,0.012961103
0.13989,0.031672379,0.14017,0.031711219,0.13989,0.014193998
0.14672,0.033159502,0.14672,0.0331136,0.14672,0.010504613
0.15328,0.034439476,0.15328,0.033970094,0.15356,0.016405793
0.15983,0.031644131,0.16011,0.033358296,0.16011,0.009403423
0.16638,0.038072366,0.16667,0.024539482,0.16695,0.025224606
0.17322,0.030806469,0.17322,0.036850064,0.17379,0.01271629
0.18006,0.034721836,0.18034,0.037132424,0.18034,0.023398746
0.18661,0.032510041,0.18689,0.048812494,0.18689,0.017779925
0.19316,0.028302899,0.19345,0.033602991,0.19373,0.018758708
0.19971,0.045027773,0.2,0.036153641,0.20028,0.020132841
0.20655,0.029338295,0.20684,0.034685349,0.20712,0.013949302
0.21311,0.032566536,0.21339,0.048859573,0.21368,0.020010552
0.21994,0.038543043,0.21994,0.039588914,0.22051,0.028998734
0.22678,0.035126484,0.22678,0.052219519,0.22707,0.020434032
0.23333,0.038947691,0.23333,0.044934791,0.23362,0.022655243
0.2396,0.038298347,0.23989,0.046854811,0.24046,0.016866936
0.24672,0.048020734,0.24644,0.051654918,0.24701,0.024330567
0.25356,0.046514779,0.25328,0.056247759,0.25356,0.021478726
0.26011,0.037940661,0.25983,0.054798417,0.2604,0.025958811
0.26638,0.03134294,0.26667,0.051636087,0.26695,0.021431647
0.27322,0.045488917,0.2735,0.052031319,0.2735,0.013497574
0.27977,0.041724205,0.28006,0.061217235,0.28034,0.019210554
0.28632,0.040406567,0.28661,0.064812579,0.28718,0.023822226
0.29288,0.036632439,0.29345,0.057396028,0.29345,0.013243463
0.3,0.041159486,0.30028,0.053998418,0.30028,0.02209994
0.30655,0.036321832,0.30655,0.053537274,0.30684,0.005798664
0.31311,0.036199426,0.31311,0.058459554,0.31339,0.01329984
0.31966,0.047117161,0.32023,0.048341934,0.32023,0.00639163
0.3265,0.040048881,0.32678,0.059400791,0.32707,0.01964345
0.33305,0.049752436,0.33333,0.05776313,0.33362,0.016349297
0.3396,0.040067713,0.34017,0.057094837,0.34017,0.005902239
0.34644,0.034872372,0.34701,0.066600776,0.34701,0.005196282
0.35328,0.040811216,0.35356,0.06838909,0.35385,0.013657527
0.35983,0.050147786,0.36011,0.058374928,0.36011,0.011492812
0.36638,0.042373549,0.36667,0.062883143,0.36695,0.006466957
0.37293,0.047851248,0.3735,0.076125547,0.3735,0.009431671
0.37977,0.038938275,0.37977,0.078384421,0.38034,0.015718785
0.38632,0.053987708,0.38661,0.086073798,0.38718,0.018024621
0.39316,0.04826543,0.39316,0.082214927,0.39345,0.009045737
0.39971,0.052453622,0.40028,0.077433768,0.4,0.011295195
0.40655,0.056830132,0.40684,0.08894447,0.40684,-0.004507273
0.4131,0.065705441,0.4131,0.090130285,0.41367,0.007201045
0.41966,0.057300692,0.41994,0.093048037,0.42023,0.0032293
0.42621,0.048660662,0.42678,0.096916206,0.42678,-0.000573075
0.43305,0.051832408,0.43305,0.096285694,0.43362,-0.005213113
0.4396,0.043371281,0.4396,0.10373979,0.44017,0.000255171
0.44644,0.044378311,0.44672,0.105358619,0.44701,-0.003566037
0.45299,0.033761767,0.45328,0.111485663,0.45356,-0.005561383
0.45954,0.027719467,0.45983,0.110365641,0.4604,-0.001090714
0.46638,0.032340672,0.4661,0.112605684,0.46695,-0.003208468
0.47293,0.024764169,0.47322,0.123024612,0.4735,-0.005542552
0.47977,0.016933554,0.48006,0.11762224,0.48034,-0.002135408
0.48604,-0.01049249,0.48661,0.123843442,0.48718,-0.000516697
0.49316,0.000171134,0.49288,0.125104584,0.49373,-0.005730752
0.49943,-0.008581886,0.49971,0.130281093,0.50028,0.000339796
0.50598,-0.008497143,0.50655,0.126949277,0.50684,-0.004394283
0.5131,-0.003508953,0.51339,0.132050458,0.51339,0.00831165
0.51966,0.004999372,0.51994,0.145594052,0.51994,0.004217499
0.52678,0.001780547,0.52678,0.143570575,0.5265,0.001224538
0.53333,-0.006341844,0.53333,0.144125878,0.53333,0.000848019
0.53989,-0.010031346,0.54017,0.140972847,0.54017,-0.002916693
0.54644,-0.000854846,0.54672,0.151532895,0.54672,0.001798672
0.55328,-0.004083087,0.55356,0.149142316,0.55356,-0.00189083
0.56011,-0.006501914,0.56011,0.154384736,0.5604,0.003840981
0.56638,-0.005391309,0.56667,0.147749352,0.56695,0.003473996
0.57293,-0.008412518,0.57322,0.146516457,0.5735,-0.007584978
0.57977,-0.013589026,0.58006,0.15648354,0.58006,0.004490442
0.58632,-0.010680808,0.58689,0.154309409,0.58689,0.002758623
