0,-0.004898269,0,-0.000580843,0,0.002141293
0.00285,0.004372508,0.00256,0.007626408,0.00285,0.008221257
0.00798,0.013492749,0.00769,0.005235711,0.00826,0.008484785
0.0151,0.000532469,0.01453,0.01421483,0.01481,0.005040096
0.02279,0.005266666,0.02251,0.011635933,0.02222,0.021661395
0.03048,0.005078465,0.03048,0.021377387,0.02991,0.019957823
0.03818,0.00020303,0.03818,0.007024026,0.03789,0.012851879
0.04558,0.011422075,0.04558,0.027683333,0.04501,0.026320146
0.05271,0.001567747,0.05271,0.019118395,0.05214,0.022367234
0.05983,0.004513629,0.05954,0.024709203,0.05954,0.028193204
0.0661,0.001850107,0.06638,0.032502273,0.06638,0.014715403
0.07322,-0.002150003,0.07322,0.017857253,0.07293,0.023082607
0.08006,0.005078465,0.08006,0.02158442,0.07977,0.010875364
0.08604,0.018763416,0.08661,0.024295022,0.08661,0.015487272
0.09259,0.029549564,0.09316,0.025010395,0.09345,0.02593433
0.09972,0.016137439,0.1,0.022666777,0.09972,0.020428382
0.10655,0.006819583,0.10655,0.008398158,0.10655,0.01858369
0.11311,0.007930188,0.11311,0.01945725,0.11311,0.026009657
0.11994,0.010320885,0.11994,0.030977603,0.11966,0.014498955
0.12678,0.015732791,0.12678,0.032596432,0.1265,0.025633139
0.13333,0.015092745,0.13333,0.024247942,0.13333,0.029529673
0.14017,0.019337551,0.14017,0.026186794,0.13989,0.035195573
0.14701,0.024071865,0.14701,0.029010386,0.14672,0.051308531
0.15356,0.023130628,0.15356,0.029782255,0.15328,0.042282568
0.16011,0.031695448,0.16011,0.02380563,0.15983,0.04789209
0.16667,0.02792132,0.16638,0.032568184,0.16667,0.05077206
0.17322,0.031554327,0.17293,0.028775107,0.17322,0.041284953
0.18006,0.027817745,0.17977,0.027052703,0.17977,0.058395643
0.18661,0.033766122,0.18689,0.023344369,0.18661,0.052183857
0.19345,0.030311899,0.19373,0.038751841,0.19345,0.061332109
0.20028,0.042575755,0.2,0.039777703,0.2,0.057012095
0.20684,0.034810816,0.20712,0.029396321,0.20655,0.061172157
0.21339,0.047046424,0.21368,0.031899891,0.21339,0.060400406
0.22023,0.044928788,0.21994,0.027080951,0.21994,0.067129832
0.22678,0.045709955,0.22678,0.026205625,0.22678,0.077172124
0.23333,0.051620668,0.23333,0.031419915,0.23305,0.075139231
0.24017,0.048091236,0.23989,0.027316231,0.23989,0.081605129
0.24672,0.05743734,0.24644,0.022036147,0.24672,0.078047449
